Robin Milner	[1: ¬(member of; American Academy of Arts and Sciences)=0.75 2: ¬(citizen; United States of America)=0.73 3: ¬(member of; National Academy of Sciences)=0.54]
Edmund M. Clarke	[1: ¬(member of; National Academy of Sciences)=0.54 2: ¬(employer; Massachusetts Institute of Technology)=0.27 3: ¬(member of; Royal Society)=0.21]
Ken Thompson	[1: ¬(occupation; university teacher)=0.69 2: ¬(member of; Association for Computing Machinery)=0.58 3: ¬(occupation; engineer)=0.46]
Richard E. Stearns	[1: ¬(member of; American Academy of Arts and Sciences)=0.75 2: ¬(field; computer science)=0.56 3: ¬(member of; National Academy of Sciences)=0.54]
John Cocke	[1: ¬(member of; Association for Computing Machinery)=0.58 2: ¬(field; computer science)=0.56 3: ¬(member of; National Academy of Engineering)=0.54]
Manuel Blum	[1: ¬(member of; Association for Computing Machinery)=0.58 2: ¬(occupation; engineer)=0.46 3: ¬(occupation; mathematician)=0.46]
E. Allen Emerson	[1: ¬(member of; American Academy of Arts and Sciences)=0.75 2: ¬(member of; Association for Computing Machinery)=0.58 3: ¬(field; computer science)=0.56]
Whitfield Diffie	[1: ¬(member of; American Academy of Arts and Sciences)=0.75 2: ¬(occupation; university teacher)=0.69 3: ¬(member of; Association for Computing Machinery)=0.58]
Douglas Engelbart	[1: ¬(occupation; computer scientist)=0.99 2: ¬(occupation; university teacher)=0.69 3: ¬(member of; Association for Computing Machinery)=0.58]
David A. Patterson	[1: ¬(occupation; university teacher)=0.69 2: ¬(field; computer science)=0.56 3: ¬(occupation; mathematician)=0.46]
Marvin Minsky	[1: ¬(member of; Association for Computing Machinery)=0.58 2: ¬(occupation; engineer)=0.46 3: ¬(member of; Royal Society)=0.21]
Tim Berners-Lee	[1: ¬(citizen; United States of America)=0.73 2: ¬(occupation; mathematician)=0.46 3: ¬(employer; Stanford University)=0.18]
Fred Brooks	[1: ¬(employer; Massachusetts Institute of Technology)=0.27 2: ¬(member of; Royal Society)=0.21 3: ¬(employer; Stanford University)=0.18]
James H. Wilkinson	[1: ¬(citizen; United States of America)=0.73 2: ¬(occupation; university teacher)=0.69 3: ¬(field; computer science)=0.56]
Kenneth E. Iverson	[1: ¬(member of; American Academy of Arts and Sciences)=0.75 2: ¬(citizen; United States of America)=0.73 3: ¬(occupation; university teacher)=0.69]
