John Cocke	[1: ¬(member of; Association for Computing Machinery)=0.57 2: ¬(field; computer science)=0.54 3: ¬(member of; National Academy of Engineering)=0.51]
Manuel Blum	[1: ¬(member of; Association for Computing Machinery)=0.57 2: ¬(occupation; mathematician)=0.47 3: ¬(occupation; engineer)=0.44]
E. Allen Emerson	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(member of; Association for Computing Machinery)=0.57 3: ¬(field; computer science)=0.54]
Whitfield Diffie	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(occupation; university teacher)=0.68 3: ¬(member of; Association for Computing Machinery)=0.57]
Douglas Engelbart	[1: ¬(occupation; computer scientist)=0.99 2: ¬(occupation; university teacher)=0.68 3: ¬(member of; Association for Computing Machinery)=0.57]
David A. Patterson	[1: ¬(occupation; university teacher)=0.68 2: ¬(field; computer science)=0.54 3: ¬(occupation; mathematician)=0.47]
Marvin Minsky	[1: ¬(member of; Association for Computing Machinery)=0.57 2: ¬(occupation; engineer)=0.44 3: ¬(member of; Royal Society)=0.22]
Tim Berners-Lee	[1: ¬(citizen; United States of America)=0.72 2: ¬(occupation; mathematician)=0.47 3: ¬(employer; Stanford University)=0.19]
Fred Brooks	[1: ¬(employer; Massachusetts Institute of Technology)=0.25 2: ¬(member of; Royal Society)=0.22 3: ¬(employer; Stanford University)=0.19]
James H. Wilkinson	[1: ¬(citizen; United States of America)=0.72 2: ¬(occupation; university teacher)=0.68 3: ¬(field; computer science)=0.54]
Kenneth E. Iverson	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(citizen; United States of America)=0.72 3: ¬(occupation; university teacher)=0.68]
