Yann LeCun	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(citizenship; United States of America)=0.72 3: ¬(occupation; university teacher)=0.67]
Joseph Sifakis	[1: ¬(citizenship; United States of America)=0.72 2: ¬(occupation; university teacher)=0.67 3: ¬(member of; Association for Computing Machinery)=0.58]
Charles Bachman	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(occupation; university teacher)=0.67 3: ¬(member of; Association for Computing Machinery)=0.58]
Robert W. Floyd	[1: ¬(member of; National Academy of Engineering)=0.52 2: ¬(member of; National Academy of Sciences)=0.51 3: ¬(occupation; mathematician)=0.46]
Frances E. Allen	[1: ¬(gender; male)=0.96 2: ¬(occupation; mathematician)=0.46 3: ¬(award; IEEE John von Neumann Medal)=0.25]
Andrew Yao	[1: ¬(member of; National Academy of Engineering)=0.52 2: ¬(occupation; mathematician)=0.46 3: ¬(occupation; engineer)=0.45]
John McCarthy	[1: ¬(member of; National Academy of Engineering)=0.52 2: ¬(award; IEEE John von Neumann Medal)=0.25 3: ¬(member of; Royal Society)=0.22]
Richard Hamming	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(occupation; university teacher)=0.67 3: ¬(member of; National Academy of Engineering)=0.52]
Tony Hoare	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(citizenship; United States of America)=0.72 3: ¬(award; ACM Fellow)=0.62]
Ron Rivest	[1: ¬(occupation; engineer)=0.45 2: ¬(award; Computer History Museum fellow)=0.38 3: ¬(award; IEEE John von Neumann Medal)=0.25]
Richard M. Karp	[1: ¬(occupation; engineer)=0.45 2: ¬(award; Computer History Museum fellow)=0.38 3: ¬(award; IEEE John von Neumann Medal)=0.25]
Silvio Micali	[1: ¬(member of; Association for Computing Machinery)=0.58 2: ¬(occupation; engineer)=0.45 3: ¬(award; Computer History Museum fellow)=0.38]
Judea Pearl	[1: ¬(occupation; mathematician)=0.46 2: ¬(award; Computer History Museum fellow)=0.38 3: ¬(award; IEEE John von Neumann Medal)=0.25]
John Edward Hopcroft	[1: ¬(occupation; mathematician)=0.46 2: ¬(occupation; engineer)=0.45 3: ¬(award; Computer History Museum fellow)=0.38]
Allen Newell	[1: ¬(award; ACM Fellow)=0.62 2: ¬(member of; Association for Computing Machinery)=0.58 3: ¬(member of; National Academy of Engineering)=0.52]
Ole-Johan Dahl	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(citizenship; United States of America)=0.72 3: ¬(award; ACM Fellow)=0.62]
Ivan Sutherland	[1: ¬(occupation; mathematician)=0.46 2: ¬(member of; Royal Society)=0.22 3: ¬(academic degree; Doctor of Philosophy)=0.16]
Charles P. Thacker	[1: ¬(occupation; university teacher)=0.67 2: ¬(member of; National Academy of Sciences)=0.51 3: ¬(occupation; mathematician)=0.46]
Edsger W. Dijkstra	[1: ¬(citizenship; United States of America)=0.72 2: ¬(member of; National Academy of Engineering)=0.52 3: ¬(member of; National Academy of Sciences)=0.51]
Robin Milner	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(citizenship; United States of America)=0.72 3: ¬(member of; National Academy of Engineering)=0.52]
Dana Scott	[1: ¬(member of; National Academy of Engineering)=0.52 2: ¬(award; Computer History Museum fellow)=0.38 3: ¬(award; IEEE John von Neumann Medal)=0.25]
Edmund M. Clarke	[1: ¬(member of; National Academy of Sciences)=0.51 2: ¬(award; Computer History Museum fellow)=0.38 3: ¬(award; IEEE John von Neumann Medal)=0.25]
Ken Thompson	[1: ¬(occupation; university teacher)=0.67 2: ¬(award; ACM Fellow)=0.62 3: ¬(member of; Association for Computing Machinery)=0.58]
Richard E. Stearns	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(member of; National Academy of Engineering)=0.52 3: ¬(member of; National Academy of Sciences)=0.51]
John Cocke	[1: ¬(award; ACM Fellow)=0.62 2: ¬(member of; Association for Computing Machinery)=0.58 3: ¬(member of; National Academy of Engineering)=0.52]
Manuel Blum	[1: ¬(award; ACM Fellow)=0.62 2: ¬(member of; Association for Computing Machinery)=0.58 3: ¬(occupation; mathematician)=0.46]
E. Allen Emerson	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(award; ACM Fellow)=0.62 3: ¬(member of; Association for Computing Machinery)=0.58]
Whitfield Diffie	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(occupation; university teacher)=0.67 3: ¬(award; ACM Fellow)=0.62]
Edwin Catmull	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(occupation; university teacher)=0.67 3: ¬(member of; National Academy of Sciences)=0.51]
Douglas Engelbart	[1: ¬(occupation; computer scientist)=0.99 2: ¬(occupation; university teacher)=0.67 3: ¬(award; ACM Fellow)=0.62]
David A. Patterson	[1: ¬(occupation; university teacher)=0.67 2: ¬(occupation; mathematician)=0.46 3: ¬(award; Computer Pioneer Award)=0.25]
Marvin Minsky	[1: ¬(award; ACM Fellow)=0.62 2: ¬(member of; Association for Computing Machinery)=0.58 3: ¬(occupation; engineer)=0.45]
Tim Berners-Lee	[1: ¬(citizenship; United States of America)=0.72 2: ¬(award; ACM Fellow)=0.62 3: ¬(occupation; mathematician)=0.46]
Fred Brooks	[1: ¬(award; Computer Pioneer Award)=0.25 2: ¬(member of; Royal Society)=0.22 3: ¬(award; ACM Software System Award)=0.2]
James H. Wilkinson	[1: ¬(citizenship; United States of America)=0.72 2: ¬(occupation; university teacher)=0.67 3: ¬(award; ACM Fellow)=0.62]
Kenneth E. Iverson	[1: ¬(member of; American Academy of Arts and Sciences)=0.72 2: ¬(citizenship; United States of America)=0.72 3: ¬(occupation; university teacher)=0.67]
