John McCarthy	[1: ¬(field; computer science)=0.57 2: ¬(member of; National Academy of Engineering)=0.53 3: ¬(member of; Royal Society)=0.21]
Richard Hamming	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(occupation; university teacher)=0.7 3: ¬(field; computer science)=0.57]
Tony Hoare	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(citizen; United States of America)=0.73 3: ¬(member of; Association for Computing Machinery)=0.59]
Ron Rivest	[1: ¬(occupation; engineer)=0.47 2: ¬(member of; Royal Society)=0.21 3: ¬(employer; Stanford University)=0.19]
Richard M. Karp	[1: ¬(field; computer science)=0.57 2: ¬(occupation; engineer)=0.47 3: ¬(employer; Massachusetts Institute of Technology)=0.27]
Silvio Micali	[1: ¬(member of; Association for Computing Machinery)=0.59 2: ¬(occupation; engineer)=0.47 3: ¬(member of; Royal Society)=0.21]
Judea Pearl	[1: ¬(occupation; mathematician)=0.47 2: ¬(employer; Massachusetts Institute of Technology)=0.27 3: ¬(member of; Royal Society)=0.21]
John Edward Hopcroft	[1: ¬(field; computer science)=0.57 2: ¬(occupation; engineer)=0.47 3: ¬(occupation; mathematician)=0.47]
Allen Newell	[1: ¬(member of; Association for Computing Machinery)=0.59 2: ¬(member of; National Academy of Engineering)=0.53 3: ¬(occupation; engineer)=0.47]
Ole-Johan Dahl	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(citizen; United States of America)=0.73 3: ¬(member of; Association for Computing Machinery)=0.59]
Ivan Sutherland	[1: ¬(field; computer science)=0.56 2: ¬(occupation; mathematician)=0.46 3: ¬(employer; Massachusetts Institute of Technology)=0.27]
Charles P. Thacker	[1: ¬(occupation; university teacher)=0.69 2: ¬(field; computer science)=0.56 3: ¬(member of; National Academy of Sciences)=0.54]
Edsger W. Dijkstra	[1: ¬(citizen; United States of America)=0.73 2: ¬(field; computer science)=0.57 3: ¬(member of; National Academy of Sciences)=0.54]
Dana Scott	[1: ¬(field; computer science)=0.57 2: ¬(member of; National Academy of Engineering)=0.53 3: ¬(employer; Massachusetts Institute of Technology)=0.27]
Robin Milner	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(citizen; United States of America)=0.73 3: ¬(member of; National Academy of Sciences)=0.54]
Edmund M. Clarke	[1: ¬(member of; National Academy of Sciences)=0.54 2: ¬(employer; Massachusetts Institute of Technology)=0.27 3: ¬(member of; Royal Society)=0.21]
Ken Thompson	[1: ¬(occupation; university teacher)=0.7 2: ¬(member of; Association for Computing Machinery)=0.59 3: ¬(occupation; engineer)=0.47]
Richard E. Stearns	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(field; computer science)=0.57 3: ¬(member of; National Academy of Sciences)=0.54]
John Cocke	[1: ¬(member of; Association for Computing Machinery)=0.59 2: ¬(field; computer science)=0.57 3: ¬(member of; National Academy of Engineering)=0.53]
Manuel Blum	[1: ¬(member of; Association for Computing Machinery)=0.59 2: ¬(occupation; engineer)=0.47 3: ¬(occupation; mathematician)=0.47]
E. Allen Emerson	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(member of; Association for Computing Machinery)=0.59 3: ¬(field; computer science)=0.57]
Whitfield Diffie	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(occupation; university teacher)=0.7 3: ¬(member of; Association for Computing Machinery)=0.59]
Douglas Engelbart	[1: ¬(occupation; computer scientist)=0.83 2: ¬(member of; Association for Computing Machinery)=0.83 3: ¬(occupation; engineer)=0.67]
David A. Patterson	[1: ¬(occupation; university teacher)=0.7 2: ¬(field; computer science)=0.57 3: ¬(occupation; mathematician)=0.47]
Marvin Minsky	[1: ¬(member of; Association for Computing Machinery)=0.59 2: ¬(occupation; engineer)=0.47 3: ¬(member of; Royal Society)=0.21]
Tim Berners-Lee	[1: ¬(citizen; United States of America)=0.73 2: ¬(occupation; mathematician)=0.46 3: ¬(employer; Stanford University)=0.18]
Fred Brooks	[1: ¬(employer; Massachusetts Institute of Technology)=0.27 2: ¬(member of; Royal Society)=0.21 3: ¬(employer; Stanford University)=0.19]
James H. Wilkinson	[1: ¬(citizen; United States of America)=0.73 2: ¬(occupation; university teacher)=0.7 3: ¬(field; computer science)=0.57]
Kenneth E. Iverson	[1: ¬(member of; American Academy of Arts and Sciences)=0.74 2: ¬(citizen; United States of America)=0.73 3: ¬(occupation; university teacher)=0.7]
